split,y_true,y_pred
train,24.0,23.701094119764615
train,52.0,52.643067092240884
train,36.0,35.56301655182221
train,63.0,52.00163404078869
train,46.0,43.62363094153467
train,44.0,45.532281242105746
train,30.0,33.35121327910142
train,50.0,48.37832021175948
train,18.0,16.223768851228257
train,56.0,44.95263465142403
train,42.0,37.35384287443511
train,46.0,48.1738388319659
train,54.0,45.15129704438617
train,34.0,37.22124796900205
train,24.0,20.70077441929776
train,30.0,39.24531321218566
train,56.0,52.954455987762856
train,44.0,42.96371639605323
train,38.0,38.90648498200065
train,52.0,52.95109290829684
train,59.0,47.50315982726786
train,61.0,62.050321394401614
train,61.0,58.13382253485724
train,61.0,58.705804168600785
train,59.0,59.777581943767736
train,56.0,51.874547799968006
train,68.0,58.26599070440972
train,48.0,51.917194559692234
train,42.0,34.24382870262623
train,61.0,58.80008813189511
train,15.0,28.89687348244084
train,52.0,38.788036653779706
train,15.0,26.754160453453217
train,30.0,33.571911097178806
train,59.0,62.75962914490052
train,54.0,56.50666943954659
train,61.0,58.1848243419179
train,68.0,59.11337270758687
train,36.0,34.55893631189581
train,24.0,27.22907249943582
train,52.0,52.07383372106244
train,59.0,37.623418609893186
train,24.0,27.567353001537423
train,54.0,60.45579346646123
train,36.0,49.10653266683068
train,38.0,34.80326329395719
train,44.0,38.55729086836735
train,68.0,57.90275290356315
train,36.0,46.691911830515245
train,50.0,51.282526721548244
train,50.0,55.844090116039425
train,68.0,58.319115173792014
train,63.0,47.71776570211607
train,18.0,19.431207720797598
train,56.0,33.114011367626034
train,46.0,50.59873910608668
train,68.0,55.909439653638785
train,24.0,22.019752097320186
train,50.0,53.24456070729925
train,30.0,36.191669021046565
train,59.0,61.274681038858375
train,18.0,17.977547652904086
train,63.0,51.49199489959636
train,56.0,52.474607881604165
train,24.0,21.71260782559761
train,46.0,46.07152991700173
train,48.0,58.07358439071298
train,24.0,27.122410933164108
train,18.0,21.690184296682965
train,50.0,46.39373241139011
train,54.0,59.639074268378934
train,59.0,51.42615869240284
train,59.0,59.481804824005735
train,56.0,55.74421161161608
train,30.0,51.968474835785436
train,18.0,20.14177742685787
train,50.0,51.61203169652832
train,63.0,50.642538890596846
train,18.0,14.281611250039944
train,34.0,49.93201766786069
train,38.0,36.879317215524246
train,34.0,37.97844837292423
train,59.0,57.29332768691712
train,63.0,46.9065659758291
train,63.0,51.691904395367885
train,59.0,60.279431874850495
train,40.0,41.844339992512886
train,42.0,38.66444559129904
train,50.0,53.733099665426
train,63.0,47.96752343762403
train,30.0,52.15982790066958
train,54.0,58.899715067718546
train,42.0,34.29697776730576
train,40.0,43.89514007447051
train,24.0,25.135183458517506
train,68.0,60.62494337251905
train,40.0,45.29110050857366
train,50.0,54.08618452051085
train,50.0,37.1393456567644
train,24.0,23.839059203031713
train,59.0,62.24757037761091
train,52.0,54.837982626845935
train,48.0,51.521382632256746
train,61.0,55.86737489590702
train,24.0,23.24340088191802
train,24.0,27.6749857771498
train,48.0,51.29413212241965
train,50.0,46.143370972808256
train,44.0,42.175839672892565
train,59.0,60.300059412745114
train,40.0,45.67793961346037
train,54.0,62.78252933995354
train,40.0,44.09655816012876
